1730;387.83433;387.00000
1740;393.49903;397.00000
1750;395.66275;397.00000
1760;395.25315;395.00000
1770;392.00652;390.00000
1780;386.44019;383.00000
1790;386.16814;386.00000
1800;383.59209;382.00000
1810;383.22616;383.00000
1820;389.88476;394.00000
1830;385.62974;383.00000
1840;392.03891;396.00000
1850;392.63290;393.00000
1860;386.67944;383.00000
1870;389.96773;392.00000
1880;389.98767;390.00000
1890;385.05102;382.00000
1900;382.54735;381.00000
1910;382.20907;382.00000
1920;390.73233;396.00000
1930;386.57152;384.00000
1940;387.45437;388.00000
1950;384.08338;382.00000
1960;393.30236;399.00000
1970;388.78925;386.00000
1980;395.09984;399.00000
1990;396.27420;397.00000
2000;393.63260;392.00000
2010;387.06129;383.00000
2020;388.87751;390.00000
2030;386.48108;385.00000
2040;385.56572;385.00000
2050;388.92429;391.00000
2060;385.88091;384.00000
2070;384.71844;384.00000
2080;384.27442;384.00000
2090;386.57696;388.00000
2100;390.54662;393.00000
2110;391.44486;392.00000
2120;389.93385;389.00000
2130;393.06490;395.00000
2140;387.46249;384.00000
2150;384.08648;382.00000
2160;387.74124;390.00000
2170;394.69954;399.00000
2180;387.46882;383.00000
2190;389.03318;390.00000
2200;390.24874;391.00000
2210;384.53270;381.00000
2220;382.96741;382.00000
2230;387.93182;391.00000
2240;383.02969;380.00000
2250;383.62937;384.00000
2260;386.94860;389.00000
2270;392.54267;396.00000
2280;386.02694;382.00000
2290;389.10046;391.00000
2300;393.36461;396.00000
2310;396.84747;399.00000
2320;392.61550;390.00000
2330;387.90886;385.00000
2340;384.25698;382.00000
2350;381.62602;380.00000
2360;381.85715;382.00000
2370;382.56347;383.00000
2380;391.48574;397.00000
2390;389.33143;388.00000
2400;386.65446;385.00000
2410;383.15981;381.00000
2420;385.53318;387.00000
2430;391.38400;395.00000
2440;392.38274;393.00000
2450;385.96585;382.00000
2460;393.40337;398.00000
2470;392.53604;392.00000
2480;394.05885;395.00000
2490;390.93231;389.00000
2500;389.12004;388.00000
2510;389.04585;389.00000
2520;392.72572;395.00000
2530;384.86079;380.00000
2540;385.56486;386.00000
2550;385.21576;385.00000
2560;387.55455;389.00000
2570;386.59378;386.00000
2580;388.08091;389.00000
2590;392.35714;395.00000
2600;391.51838;391.00000
2610;393.05211;394.00000
2620;388.69366;386.00000
2630;395.06333;399.00000
2640;395.02419;395.00000
2650;386.35676;381.00000
2660;383.66414;382.00000
2670;386.34385;388.00000
2680;384.27724;383.00000
2690;386.57803;388.00000
2700;390.54703;393.00000
2710;395.15322;398.00000
2720;395.67656;396.00000
2730;392.16825;390.00000
2740;394.53640;396.00000
2750;385.55241;380.00000
2760;382.12083;380.00000
2770;387.60846;391.00000
2780;392.79472;396.00000
2790;395.39372;397.00000
2800;397.62253;399.00000
2810;392.91155;390.00000
2820;393.58425;394.00000
2830;394.45923;395.00000
2840;397.26558;399.00000
2850;394.62931;393.00000
2860;388.06003;384.00000
2870;388.02293;388.00000
2880;392.33500;395.00000
2890;385.94762;382.00000
2900;385.36196;385.00000
2910;386.99236;388.00000
2920;390.70528;393.00000
2930;393.35956;395.00000
2940;386.95700;383.00000
2950;391.30981;394.00000
2960;386.17407;383.00000
2970;387.92059;389.00000
2980;385.49753;384.00000
2990;386.42611;387.00000
